Username,Tweet,Date,Replies,Retweets,Likes,Bookmarks,Views,Translated_Tweet
@21ykdecree,"انته تدري يا قاسم الاعرجي
ان الجولاني عيناسامة الرفاعيمفتيا لسوريا وهو من يكفر الشيعة ويحلل قتلهم
ويكول الشيعة مجوس هذه الامة و هم خارج دائرة الاسلام
مبروك عليك غبائك وبيعك للمبادئ مع كل احزابك لابارك بكم",2025-03-28T23:11:19,2,4,17,2,352,you know qasim al araji al jolani aysama al rifaehi to syria is the one who disbelieves the shiites and analyzes their killing and the shiites go to the magi of this nation and they are outside the circle of islam congratulations on your stupidity and selling the principles with all your parties
@AJA_Egypt,الإعلان عن تشكيل مجلس الإفتاء في سوريا وتعيين الشيخأسامة الرفاعيمفتيا عاما,2025-03-28T23:59:57,2,5,61,3,6151,announcing the formation of the ifta council in syria and the appointment of sheikh osama al rifafa general
@AldinBasel35536,الإعلامي موسى العمر والشيخأسامة الرفاعيفي دمشق,2025-03-28T22:34:54,3,2,111,7,27778,the journalist musa al omar and al sheikh al rifaifi damascus
@aboward70,امتطوا السلفية حتى وصلوا للحكم و الان السلفية بعد ان اكلوا الخا..ق يرقعون لجولانيسكي و الجهمياسامة الرفاعي,2025-03-28T23:22:57,0,0,3,0,354,they rided the salafism until they reached the ruling and now salafism after they ate
@sarahArdogn,"الرئيس السوري أحمد الشرع يعلن تعيين الشيخأسامة الرفاعيمفتيًا عامًا للجمهوريةجاء ذلك خلال مؤتمر تشكيل مجلس الإفتاء الأعلى، وفق ما نقلته وكالة الأنباء الرسمية ""سانا""#سوريا#العيد_الاثنين",2025-03-28T22:23:09,8,22,154,3,6919,syrian president ahmed al sharaa announces the appointment of sheikh osama al rifafa as general for the republic which is during the conference of the formation of the supreme ifta council according to the official news agency sanasyriaeid_ monday
@Baraah84_sy,تهانينا لفضيلة الشيخأسامة الرفاعي.#سوريا_الجديدة,2025-03-28T22:16:51,0,0,3,0,114,congratulations to his osama al rifai
@Alhadath_Brk,الشرع يعين  الشيخأسامة الرفاعيمفتيا عاما لسوريا#الحدث_عاجل,2025-03-28T22:15:05,0,0,78,0,8479,al shara helps sheikh al rifai a general general of syriaal hadath
@schaadi_net,"الاثنين أسوء من بعضأسامة الرفاعيأشعري قبوري
وكفتارو مثله
هو علي جمعة تبع سورية
ومحمد وهبي سليمان 
مثل عدنام ابراهيم 
وجماعة التقارب مع الشيعة ... 
من المطوبزين المهانين 
المهم منيح أن مفتي الجمهورية بيصلي 
لأن ما شاء الله أي يتلوى بالمساجد ويدعو عند القبور  نعمل منه شيخ",2025-03-28T22:12:29,0,0,4,0,421,monday is worse than some osama al rifai ashri qabouri kftaro is like him he is ali jumaa followed syria and muhammad wehbe suleiman like adam ibrahim and the convergence group with the shiites from the humiliating scales the important thing is that the mufti of the republic is praying because god willing that is it is wrinkled with mosques and calls at the graves we work from it as a sheikh
@mayagray87,I like this,nan,0,0,2,0,675,i like this
@ALHRERNEWS,تعيين الشيخ#أسامة_الرفاعيمفتياً عاماً للجمهورية العربية السورية,2025-03-28T22:10:53,0,0,0,0,410,the appointment of sheikhosama_ al rafaa a general general for the syrian arab republic
@AsharqNewsSYR,الرئيس السوري أحمد الشرع يصدر قراراً بتشكيل مجلس الإفتاء الأعلى وتعيين الشيخأسامة الرفاعيمفتياً عاماً للبلاد#الشرق_للأخبار#الشرق_سوريا,2025-03-28T22:15:09,0,0,5,0,908,syrian president ahmed al sharaa issues a decision to form the supreme fatwa council and appoint sheikhs al rifai as general for the countryeast_am
@ahmedfateh76,كأن نظرات الشيخأسامة الرفاعيللسيد الرئيس أحمد الشرع تقول: سبحان الله و الحمد لله الذي سخرك لهذه الأمة,2025-03-28T22:11:32,4,0,15,2,800,as if the looks of the sheikhs the osama al jaslisid president ahmed al shara says glory be to god praise be to god who mocked you for this nation
@BlinxNow,الرئيس الانتقالي السوري#أحمد_الشرعيعيّن الداعيةأسامة الرفاعيمفتيا عاما.. ماذا نعرف عنه؟يبلغ من العمر 81 عاما وينتمي للمذهب الشافعي.المعارضة السورية انتخبته -عام 2021- مفتيا لسوريا وهو رئيس رابطة علماء الشام.غادر#سوريابسبب موقفه من أحداثها بعدما تعرض لمحاولة,2025-03-28T22:16:16,0,0,0,0,823,the syrian transitional presidentahmed_ al sharia the advocate of the riffa a general one what do we know about it he is years old and belongs to the shafii school
@abdghla,"الرئيس#أحمد_الشرعيعين الشيخأسامة الرفاعيمفتياً للديار الشامية

في#سورياان اختيار الشيخ أسامة ، قرار سياسي بحت لوسطية الشيخ ، ولكسب أهل العاصمة دمشق بشكل أو بأخر 

لكسب التأييد العالمي الإسلامي والدولي ، وليس التزاماً بالفتاوى الشرعية التي ستصدر من دار الإفتاء.",2025-03-28T22:15:49,0,0,3,0,298,presidentahmed_ al shuraayen sheikh al sheikh al rifai as the levant diyar insyria the choice of sheikh osama a purely political decision for the sheikhs middle and to win the people of the capital damascus in one way or another to earn international and international international support not a commitment to the legal fatwas that will be issued by the ifta house
@mmm123m2ur,شيخ جبلة ماقال العلويين قال فلول بس الي بدهم فتنة نشروها وصاروا يقولو العلويينوعفكرة الشيخأسامة الرفاعيسني معتدل,2025-03-28T22:14:39,4,0,0,0,149,the sheikh of jabla said al alawi said but he did not want a sedition that they spread and they said al alawi the idea of sheikh al rifaisni mazlin
@samyfysl4,"ان في القلب لغصة لأناس بذلوا دمائهم ليستثمر بها اليوم ممن كانوا خصومهم اللدودين بالأمس 
إعادة تجديد الكنيسة الإسلامية السورية بتعيينأسامة الرفاعيمفتي رغم تربصه هو ومجلسه بالأمس على أبو عمر وعلى أمثال أبي عمر 
الشرع يحاول أن يتصالح مع الجميع للأسف لكن على حساب قاعدته الصلبة",2025-03-28T22:15:54,0,0,3,0,299,in the heart for a lump for people who made their blood to invest today who were their archenemy opponents yesterday re renewing the syrian islamic church with the appointment of osama al rifaimi despite his training he and his council yesterday on abu omar and the likes of abu omar unfortunately sharia tries to reconcile with everyone but at the expense of its solid base
@yahya_alhalbi,"مجلس الافتاء 
النابلسي اشعري قبورياسامة الرفاعيجهمي قبوري 
ابراهيم شاشو كفر الكرة الارضية في السابق واليوم يقول الاشاعرة مسلمين ويحتفل مع النصارى في حلب بافتتاح مطار حلب الدولي
عبد الرحيم عطون من الهيئة سابقا 
هدول متاكد منهم تماما ان شاءالله",2025-03-28T22:11:51,0,0,0,0,215,approval al nabulsi ashari qaburiasah al rifaehi qabouri ibrahim shasho kafr kafr al gaddi in the past and today the ashari says muslims and celebrates the christians in aleppo with the opening of aleppo international airport abdul rahim atoun from the commission previously hadoul is completely sure of them god willing
@RachelWalto,"هلا خطاب احمد الشرع كالخطاب هذا المسخ البشري 
او حتى مفتى السوري جديدأسامة الرفاعييملك هذه ايديوجية وخطابه تحريضي قاتل تكفيري  رائحة الياسمين تحولت إلى رائحة الدم والبارود",2025-03-28T22:15:00,0,0,0,0,560,hala ahmed al shara speech like the speech this human monster or even the syrian grand mufti osama al rifai this is a video and his discourse is a deadly inflammatory
@EyadAlghad57410,لحظة تعيين الرئيس#أحمد_الشرعللشيخأسامة الرفاعيمفتيا عاما لسوريا.#الساحل_السوري#اللاذقية#طرطوس#حلب#الحسكة#الرقة#دمشق#حمص#درعا#أدلب#ريف_دمشق#القنيطرة#السويداء#حماة#السعودية#ديرالزور#العراق#لبنان#طرابلس#الأردن#فلسطين#الكويت#عاصفة_السهم_السعودي,2025-03-28T22:08:53,0,0,3,2,581,the moment of the appointment of presidentahmed_ al alam al shakhra al rifai a general general for syria
@BaselAlasmi2,#عاجلتعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السوريةحفظكم الله وسدد خطاكم شيخنا الحر ولا عزاء للحاقدين ..#سوريا,2025-03-28T22:10:23,0,0,0,0,125,the appointment of sheikhs al rifai as general of the syrian arab republic may god protect you and pay your steps our free sheikh and there is no consolation to the haters syria
@7FEEDALALBEET,تعيين الشيخأسامة الرفاعيمفتيًا عامًا لسوريا إلى جانب تشكيل هيئة إفتاء تضم 11 عضوًاأعضاء هيئة الإفتاء عبد الفتاح البزم - راتب النابلسي - وهبي سليمان - مظهر الويس - عبد الرحيم عطون - إبراهيم الحسون - سهيل جنيد - محمد شكري - أنس عيروط - إبراهيم شاشو - نعيم العرقسوسي,2025-03-28T22:09:59,0,0,0,0,138,the appointment of sheikh al rifai as general for syria in addition to forming a fatwa body that includes members of the fatwa authority abdel fattah al bazm ratib al nabulsi wahbi suleiman mazhar al ways abdul rahim atoun ibrahim al hassoun suhail junaid mohamed shoukry anas irar
@Rama07100,"من 14 سنة متل هل الأيام
 اجو الشبيحة والامن وكسرو جامع الشيخ عبد الكريم الرفاعي واعتقلو شباب وضربو الشيخأسامة الرفاعيووقفو بساحة كفرسوسة وقالو لعيونك ابو حافظ وزلزلو الشام بضربهم للمصلين والاعتداء على بيت الله.
اليوم الشيخ أسامة صار مفتي الجمهورية",2025-03-28T22:08:02,0,0,4,0,374,from years like the days ajo al shabiha and security and kesro al sheikh abdul karim al rifai mosque arrested young men and hit the sheikhs osama al rifai and they stopped in the kafr sousa square today sheikh osama has become the mufti of the republic
@samer_moaz56,"حشرك الله معأسامة الرفاعيالقائل بخلق القرآن 
وثم تحتجين أن أحمد الشرع عينه مفتي 
وكأن أحمد الشرع هو الحق",2025-03-28T22:07:43,0,0,11,0,523,god crushed you the ostal al rifai the saying of the creation of the quran and then you protest that ahmed al shara is appointed by mufti as if ahmed al shara is the right
@WSAAM_10,سلخو عرض الحوثين سلخ 40 غارة#صنعاء#اسامة_الرفاعي#صعدة,2025-03-28T22:08:29,2,0,4,0,363,sultow of the houthi offer slicing raidssanaaosama_al rifai
@sagdhriri7,اسامه الرفاعييستاهل المنصب زلمه ثوري من الدرجه الأولى,2025-03-28T22:10:01,3,0,8,0,518,osama al rifai deserves the position is a revolutionary from the first degree
@octopus_eng,اسمه الشيخأسامة الرفاعي… تعلم الأدب مع علماء أهل السنة والجماعة,2025-03-28T22:10:20,4,0,3,0,812,his name is sheikh al rifai learn literature with the scholars of the sunnis and the community
@FirasDeeb01,"من كرامات الإسلام الشامي

2015 كانت#جبهة_فتح_الشامخوارج وإرهابيين بفتاوى رسمية من شقّي الإسلام الشامي ""نظام معارضة"" على السن كل من#أحمد_حسّونو#أسامة_الرفاعي",2025-03-28T22:10:50,0,0,16,2,818,from the dignities of islam shami the fateh_al khariji front and terrorists were with official fatwas from the two shaqi al shami islam opposition regime on the age ofahmed_hasunuosama_al rafei
@Aldarnewsjo,الشيخاسامة الرفاعيمفتيا للجمهورية العربيه السورية#الدار,2025-03-28T22:10:30,0,0,0,0,29,the chiefs
@te3_mim,"هذا ابن شيخِ السائرين إلى العلا 
هذا ابن بيتٍ من عمائمَ ما خلا
هذا ابن مدرسةٍ كِبارٌ أهلها
بوجودهم وجه الشآم تهلّلا
هذا ابن من نشر العلوم سجيّةً
بالعلم قبلاً للطلاسم قد جلى
يا ابن الرفاعيِّ المكرَّمِ جدُّه
في منصب الإفتاء أهلاً حيهلاً
فضيلة الشيخ العالمأسامة الرفاعيمفتياً",2025-03-28T22:02:57,0,0,0,0,43,this is the son of the sheikh of those who walked to al ula this is the son of a house this is the son of a school of great people they have a cheerful face this is the son of spreading science as a saja with science before the talismans it was clear o son of al rifai the honored grandfather in the position of fatwa welcome honorable sheikh al alam al rifai
@rllnewsdesk,الرئيس السوري#أحمد_الشرعيعيّن الشيخ#أسامة_الرفاعيمفتيا عاما للبلاد#سوريا,2025-03-28T22:07:13,0,0,3,0,291,syrian presidentahmed_ al sharia sheikhosama_arviah a general general for the countrysyria
@moyazid16,الشرع بدو يكسب الشارع الدمشقي المعتدل وتعييناسامة الرفاعيهو أول خطوة,2025-03-28T22:02:32,0,0,0,0,78,al sharaa bedou badu wins the moderate damascene street and the appointment of rifaeho the first step
@nippon_ar,الكواليس المظلمة: معاناة طالبات الثانوي في#اليابانبعيدًا عن الأضواء!,nan,4,4,130,13,898718,dark scenes secondary students suffering injapan away from the limelight
@alsay78878914,أين المحيسني السفيه الراقص على انغام الجولاني كيف سيبرر تعييناسامة الرفاعيمفتياً لسوريا هل هو الاضطرار ام هو التدرج ام سيأتون لنا بمبرر جديد يخترعوه لنا,2025-03-28T22:06:25,0,0,2,0,93,where is al muhaisni al safa the dancer on the tunes of al golani how will he justify the appointments of the riffa in syria
@NoonPostSY,كلمة الرئيس السوري أحمد الشرع بعد التوقيع على قرار تشكيل مجلس الإفتاء الأعلى وتنصيب الشيخأسامة الرفاعيمفتيًا للجمهورية#سوريا,2025-03-28T22:03:44,0,0,6,3,936,the speech of syrian president ahmed al sharaa after signing the decision to form the supreme ifta council and the inauguration of sheikhs al rifai as the republicsyria
@abazeid89,"مرسوم تعيين الشيخأسامة الرفاعيمفتياً للجمهورية العربية السورية، وتسمية أعضاء مجلس الإفتاء الأعلى.
القرار مصالحة منتظرة مع المجلس الإسلامي السوري بعد خلافات الماضي، واعتراف بمرجعية المدرسة الشامية في التدين السوري، مع تمثيل تيارات سنية أخرى، إضافة لمشايخ من خارج وسط الثورة.",2025-03-28T22:06:16,9,7,86,11,5612,decree appointing sheikhs al rifai as the syrian arab republic and naming the members of the supreme ifta council the decision is an awaiting reconciliation with the syrian islamic council after the difference of the past and a recognition of the reference of the levantine school in the syrian religiosity with the representation of other sunni currents in addition to sheikhs from outside the center of the revolution
@AlslfFdl22874,"[لأهل سوريا]. حول تعيينأسامة الرفاعيالاشعري الصوفي مفتيا لسوريا..

- العقيدة لا يسع الخلاف فيها وأسامة الرفاعي أشعري جهمي ينكر علو الله ويقول بخلق القرآن لا يؤخذ منه في العقيدة وليس في الدين مجاملة.

- فإذا كانت الفتوى تتعلق بالعبادات أو المعاملات أو الأخلاق لا مانع من استفتائه",2025-03-28T22:05:32,6,5,22,5,4223,for the people of syria about the appointment of osama al rifaal al soufi as a mufti of syria the doctrine is not able to disagree in it and osama al rifai ashari jahmi denies the height of god and says the creation of the quran is not taken from it in the doctrine and there is no compliment in religion if the fatwa relates to acts of worship transactions or morals there is no objection to its referendum
@dralkamali,"نبارك لأهل#الشامتعيين فضيلة الشيخ#أسامة_الرفاعيمفتيا لسوريا
مازلت مستمتعا بدروسه في الفقه الشافعي وهو يشرح كتاب#منهاج_الطالبينللإمام#النوويتمكن وسعة أفق وارتباط بالواقع وفقه النوازل مع التزام واستقامة على الدين 
اللهم أعنه ولا تعن عليه واجمع القلوب عليه واقمع به كل من",2025-03-28T22:07:32,5,0,8,0,3377,we congratulate the people ofal shamnat his eminence sheikhosama_arviahi i am still enjoying his lessons in shafii jurisprudence and he explains the bookminhaj_al talibin for the imamal nawawam and the capacity of a horizon and a link to reality and jurisprudence of the calamities with commitment and integrity on religion oh god curse him and do not care for him and gather hearts on him and suppress him for everyone
@AwadAbnsad,"الشيخأسامة الرفاعي: يُعتبر من العلماء البارزين في سوريا، ويُعرف باتباعه للمنهج الأشعري والصوفي.
2.الشيخ الدكتور محمد راتب النابلسي: داعية إسلامي سوري، يُعرف باتباعه للمنهج الأشعري والصوفي.
3.الشيخ الدكتور محمد أبو الخير شكري: عالم دين سوري، يُعرف باتباعه للمنهج الأشعري والصوفي.",2025-03-28T22:03:50,11,0,7,10,2618,al sheikh al rifai it is considered one of the prominent scholars in syria and it is known for his followers of the ashari and sufi approach sheikh dr muhammad ratib al nabulsi a syrian islamic preacher known as his followers of the ashari and sufi approach sheikh dr muhammad abu al khair shukri a syrian religious scholar known for his followers of the ashari and sufi approach
@ahm7nu,"والله ما احباسامة الرفاعيوكنت اكره كره العمى لوقوفه ضد الهيئة
ولكن هذه المرحلة تقتضي التوحد وعدم التفرقة

صدقوني الامور يجب ان تأخذ بالتروي

يعني صحيح في اخطاء جسيمة ولا تغتفر عند (بعض) مشايخ الاشاعرة والصوفية

بس عامة الشعب موحد مسلم ولا يوجد عندنا امور شركية قبورية",2025-03-28T22:01:14,4,0,14,0,713,by god i did not hate the riffa i hate the hatred of blindness to stand against the commission but this stage requires autism and non distinction believe me things should take the recreation i mean it is true in serious mistakes and do not forgive when some of the sheikhs of ashari and sufis but the common people are a united muslim
@Nath_limited_ed,مفتي جديد اسمهاسامة الرفاعي,2025-03-28T21:59:34,2,0,17,0,7505,a new mufti named hasama al rifai
@24Entertain,#فيديوالتحرش بطفلة يهز#لبنان.. والأمن العام يتحرّك,nan,6,30,287,72,551974,video of harassment with a girl shakinglebanon and public security moves
@abdouaslan1,لمّا كان الشيخ#أسامة_الرفاعييقارع ظلم البعث كان بعضهم نطفة في ظهر أبيه,2025-03-28T21:57:05,0,0,0,0,60,when sheikhosama_al rafiqi was the oppression of the baath some of them were sperm in the back of his father
@abdulhamid_a21,بصوتي المتواضع بس لا حدا ينعسالرفاعيمفتياً عاماً للجمهورية العربية السوريةبقرار حكومي يصدق على قرار الشعب بالقلم الأخضررابط التقرير كاملاً بالتعليقات#الشيخ_أسامة_الرفاعي#أسامة_الرفاعي#سوريا#syria,2025-03-28T21:57:43,0,0,0,0,77,with my humble vote but no one can make a general fatwa for the syrian arab republic of the syrian republic a government decision that believes the peoples decision with the penalty pen
@alrai,تعيين الشيخأسامة الرفاعيمفتيا عاما لسوريا#صحيفة_الرأي#الأردن#سوريا#مفتي#الافتاء,2025-03-28T21:59:45,0,0,2,0,942,appointment
@mhd2024k,"هذا التعيين يذهب من أسهم السيد#أحمد_الشرعلدى حاضنة ثورة أحرار#سورياوالله إن شراء رضا العالم على حساب رضى أهل التوحيد & الجهاد لهو خسران وسير نحو طريق التردي والإنحدار
إذا إنحدر رأي أصحاب الحل والعقد لتولية#أسامة_الرفاعيمفتياً لـ#سوريةفأسفي على ثقتنا بكم",2025-03-28T22:02:15,0,0,0,0,115,this appointment goes from the shares of mrahmed_ al shaldali if the opinion of the people of the solution and the contract descends to assumeosama_al rafeh as a seed
@SyriaFuture,"مبارك للشيخاسامة الرفاعي… سوريا اليوم بحاجة إلى رجال حكماء وأصوات صادقة تحمل همّ الشعب وتسعى للحق.

Fahad Waweia | F.W.",2025-03-28T22:05:15,0,0,0,0,28,mubarak for the shekhsa al rifai syria today needs the men of wise and sincere voices that carry the concerns of the people and seek the right fahad waweia fw
@NASERNA55229802,"في بداية الثورة وقف مع الشعب و دخل الشبيحه لمسجد الشيخ عبد الكريم الرفاعي بدمشق و ضربوه على رأسه و سأل دمه بالمسجد.
بعد التحرير قبل السيد أحمد الشرع رأس الشيخأسامه الرفاعيفي المسجد الأموي بدمشق. 
هل يكفي هذا ؟",2025-03-28T21:55:57,0,0,0,0,281,at the beginning of the revolution he stood with the people and entered the shabaih to the sheikh abdul karim al rifai mosque in damascus and hit him on his head and asked his blood in the mosque after the liberation mr ahmed al shara ras al sheikh al rifaii the umayyad mosque in damascus is this enough
@TarekIb27517494,هنّأت جماعة “الإخوان” في سوريا، “انتخاب” الشيخأسامة الرفاعيليكون مفتياً للجمهورية.,2025-03-28T21:58:08,0,0,0,0,548,the brotherhood in syria congratulated the election of sheikhs al rafahikon as a mufti of the republic
@goldmaster1337,"Mon 1er lingotin de 10g#gold#orDisponible sur :
➡︎http://bullionbypost.fr/comptes/connexion/?referral_code=CHMR87MJ&twclid=246gxnyzt2ed3plciy8se4a88g…➡︎https://goldavenue.com/fr/r/1e39779cc5?twclid=246gxnyzt2ed3plciy8se4a88gTous mes lienshttps://konect.gg/goldmaster1337?twclid=246gxnyzt2ed3plciy8se4a88g",nan,12,63,567,54,1730166,mon er lingotin de ggoldordisponible sur bullionbypostfrcomftesconnexion referral_code chmrmj twclid gxnyztedpl ciyseag goldavenuecomfrecc mes liens konectgggoldmaster
@Mazloom111,"#منقولالشيخ#حكمت_الهجرييرفض مجلس الإفتاء و تعيين الشيخ#أسامة_الرفاعيمفتي للجمهوية العربية السورية .
بالإضافة لرفضه للدستور للمرة الأولى بعد المليون .",2025-03-28T21:56:17,0,0,0,0,115,mandaq al sheikhhikmat_al hijriya the ifta council and the appointment of sheikhosama_ al rafaki to the syrian arab al jumawi in addition to rejecting the constitution for the first time after a million
@AhmadAh36180944,قرار بتعيين فضيلة الشيخأسامة الرفاعيمفتيا عاماً للجمهورية العربية السورية,2025-03-28T21:56:37,0,0,0,0,38,decision to appoint his excellency the sheikh osama al rifaifa general of the syrian arab republic
@Abdo28966881,"والنعم شيخاسامة الرفاعيمن وجهاء دمشق
ومن احرار سوريا",2025-03-28T22:00:31,0,0,0,0,49,and the blessings of the sheikhs of the riffa al rifaid the dignitaries of damascus and from the free syria
@FarouqMohammad3,سيدي الشيخأسامة الرفاعيمفتي سوريا,2025-03-28T21:58:18,0,0,5,0,81,sidi al sheikh al rifai syria
@Bani_umayyadd,بمناسبة تعيين الصوفي الجهمي الأشعريأسامة الرفاعيمفتي للبلاد :,2025-03-28T21:55:30,6,3,33,2,2095,on the occasion of the appointment of the mystical al ashari osama al rifaifi to the country
@Delyarx_,رجلان يليقان بمكانة الدولة السورية#أحمد_الشرع#اسامة_الرفاعي,2025-03-28T21:52:57,0,0,0,0,134,two men befitting the position of the syrian stateahmed_ara al sharaosama_afai
@ahmadL_F,"ليش في كثير ناس مو عاجبها تعيين  الشيخأسامة الرفاعي
مفتياً للدولة",2025-03-28T21:51:28,3,0,0,0,2038,why are many people who are not liked to appoint sheikh osama al rifai a mufti of the state
@DibDib485229,سبحان من أعز مفتي الجمهورية العربية السوري الشيخأسامة الرفاعيوأزل مفتي نظام البراميل المجرم,2025-03-28T21:54:39,0,0,10,0,1285,glory be to the dearest mufti of the syrian arab republic sheikh osama al rifai the mufti of the criminal barrel system
@syr_television,لحظة تعيين الرئيس أحمد الشرع للشيخأسامة الرفاعيمفتيا عاما لـ#سوريا#تلفزيون_سوريا#نيو_ميديا_سوريا,2025-03-28T21:53:31,34,123,1084,32,46057,the moment president ahmed al shara is appointed to the grocery
@AmerBakri89,بمناسبة تعيين الشيخ الفاضل ”أسامة الرفاعي” في منصب المفتي العام في الجمهورية العربية السورية ، أتمنى من المشايخ أولاً و من باقي النخب و العلماء عدم المباركة له كمباركة ، بل دعاء الله له و لمجلس الإفتاء بالعون و السداد و التوفيق .#سوريا#دمشق,2025-03-28T21:52:18,0,0,0,0,106,on the occasion of the appointment of sheikh al fadil osama al rifai as the general mufti in the syrian arab republic i hope the sheikhs first and the rest of the elites and scholars are not blessed to him as a blessing but gods prayers for him and the ifta council for help payment and successsyriadamascus
@story_syria1,مراسم تعيين الشيخأسامة الرفاعيمفتياً عاماً للجمهورية العربية السوريةواختيار أعضاء المجلس الأعلى للإفتاء في قصر الشعب بدمشق,2025-03-28T21:52:44,0,0,0,0,32,the ceremony for the appointment of sheikhsa al rifai as general of the syrian arab republic and the selection of members of the supreme council for fatwa in the peoples palace in damascus
@EnesAwad,"بكل فخر واعتزاز فضيلة الشيخ المربيأسامة الرفاعيمفتياً للجمهورية العربية السورية ، نسأل الله تعالى أن يوفقه في حمل هذه الأمانة العظيمة وأن يعينه على نشر العدل والحق  وأن يكون خير قائد ومرشد للأمة في أمور دينها ودنياها 

لا خوف على بلاد الشام بإذن الله",2025-03-28T21:52:22,0,0,0,0,40,with pride and pride in the honorable sheikh al marabiya al rifai the daily of the syrian arab republic no fear for the levant god willing
@3abdo7alab,"قرار تعيين فضيلة الشيخأسامة الرفاعيمفتيا عاماً للجمهورية العربية السورية.
نبارك لفضيلة الشيخ  أسامة و نسأل الله سبحانه وتعالى أن يعينه على القيام بواجبه و أن ينفعنا بعلمه كما نسأله تعالى أن يكون هذا الأمر فيه صلاح للبلاد والعباد و للأمة جمعاء#الجمهورية_العربية_السورية#سوريا",2025-03-28T21:54:25,0,0,2,0,303,the decision to appoint his excellency the sheikh osama al rifafa general general of the syrian arab republic we congratulate sheikh osama and we ask god almighty to help him to do his duty and benefit us with his knowledge as we ask god almighty that this matter be good for the country the people and the entire nationthe arab republic_sorisyria
@JalalHussein14,أبارك للشيخ الجليل#أسامة_الرفاعيتعيينه مفتيا ل#الديار_الشاميةوالتي تشمل بطبيعة الحال#شمال_شرق_سورياحيث#قسدوأستغل المناسبة لأسأله هل ما زالت فتواه التي حث فيها#المسلمينعلى#الجهادضد ملاحدة#قسدعندما كان مفتيا لديار#أبو_عمشةقائمة أم أن الإتفاق مع#دمشقيجب ما قبله؟,2025-03-28T21:54:21,11,6,54,3,2477,i congratulate the great sheikhosama_al rafaki his appointment as a mufti of the northern homes which includes of coursenorth_ sharqi suri
@AldinBasel35536,"الرئيس السوري أحمد الشرع يوقع على تشكيل مجلس الإفتاء الأعلى في سورية 
وتعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السوريةحفظهما الله وكتب على أيديهما خيرا للبلاد والعباد",2025-03-28T21:51:21,0,0,2,0,137,syrian president ahmed al shara is signed to form the supreme ifta council in syria the appointment of sheikh al rifafa is a general general for the syrian republic of the syrian republic may god protect them and wrote at their hands better for the country and the people
@AntarMunta37412,انعم واكرم من الشيخاسامه الرفاعياللهم انفعنا من علماء دمشق,2025-03-28T21:44:54,0,0,0,0,274,i have been blessed and honored by the chief
@hopelong29,الشيخأسامة الرفاعيمن خيرة علماء سوريا، الله يكتب الخير للبلد على إيدو,2025-03-28T21:44:43,0,0,0,0,387,the sheikh osama al rifai is the best of syrian scholars may god write good for the country on edo
@Turkey___Eye,الشيخأسامة الرفاعيمفتيا عاما للجمهورية السورية بعد دور بارز في تركيا,2025-03-28T21:45:09,0,0,0,0,33,sheikh al sheikh al rifaifa a general general of the syrian republic after a prominent role in türkiye
@joma_lhep,"رئيس..وغير الأسد.. وتوقيع.. ومفتينا الشيخاسامة الرفاعييلي ببداية الثورة ضربوه الشبيحة وسكروا مسجده وقلعته المخابرات وقالولوا انسى الشام بحياتك كلها لا انت ولا اولادك بترجعلها.. كلها بصورة واحدة..
الحمدلله الذي جعل غاية خلافاتنا كيف نسير بمرحلة انتقالية لتصبح كل سورية واحدة،",2025-03-28T21:45:10,0,0,2,0,86,presidentand the lion and the signature of and our fraudulent sectarianism with the beginning of the revolution struck him with the shabiha and drove his mosque and the intelligence castle and said i forget the levant with all your life neither you nor your children to make it all in one way praise be to god who made the goal of our differences how do we go with a transitional stage so that every syria becomes one
@dr_abdullah44,ماشاء الله تبارك الله تعيين الشيخ الوالدأسامة الرفاعيمفتياً عاماً للجمهورية السورية ومعه ثلة من المشايخ الفضلاء كمجلس إفتاء .. أعانهم الله وسددهم فالمسؤولية الملقاة على عاتقهم كبيرة جداً .. فاللهم اللهم السداد وخذ بأيديهم إلى طريق الرشاد وافتح عليهم ..,2025-03-28T21:51:10,226,135,2403,92,1062811,god bless you the appointment of sheikh al wasiyah al rifai as a general general of the syrian republic and with him a few sheikhs as a fatwa council may god help them and pay them
@X8jdn9gZxhnZYPD,الكرد سيعترضون الآن ليس على الشيخأسامة الرفاعيبل على كلمة السيد أحمد الشرع عندما قال الجمهورية العربية السورية,2025-03-28T21:45:18,0,0,0,0,246,the kurds will now object to the sheikhs osama al rifaib on the speech of mr ahmed al shara when he said the syrian arab republic
@826fc89c5fe344b,تعيين الشيخأسامة الرفاعيمفتيًا عامًا لسورياأعلن المجلس الإسلامي السوري تعيين الشيخأسامة الرفاعيمفتيًا عامًا لسوريا، وذلك بعد أن ألغى نظام الأسد هذا المنصب عام 2021 ونقل صلاحياته إلى هيئة دينية خاضعة لسيطرته.,2025-03-28T21:45:29,0,0,2,0,60,the appointment of sheikh al rifaim as a general general for syria
@jenteel8998,☆ قرار بتعيين فضيلة الشيخأسامة الرفاعيمفتيا عاماً للجمهورية العربية السورية☆ قرار رئاسي بتشكيل مجلس الإفتاء الأعلى#رئاسة_الجمهورية_العربية_السورية,2025-03-28T21:45:15,0,0,0,0,37,decision to appoint his excellency the sheikh osama al rifafa general of the syrian arab republic a presidential decision to form the supreme fatwa councilpresidency
